ID,"FD URL","FD ID",Available
35365,https://www.funda.nl/koop/meijel/huis-42318607-dorpsstraat-28/,42318607,"
     Beschikbaar"
35366,https://www.funda.nl/koop/ooij/huis-42317199-prins-bernhardstraat-20/,42317199,"
     Beschikbaar"
35367,https://www.funda.nl/detail/koop/cruquius/huis-oude-kruisweg-54/42378494/,42378494,Beschikbaar
35368,https://www.funda.nl/koop/munnekeburen/huis-42350889-grindweg-156/,42350889,"
     Beschikbaar"
35369,https://www.funda.nl/koop/kollum/huis-42241122-tsjerk-hiddesstraat-73/,42241122,"
     Beschikbaar"
35370,https://www.funda.nl/koop/huissen/appartement-42247210-vierakkerstraat-35/,42247210,"
     Beschikbaar"
35371,https://www.funda.nl/koop/boxmeer/huis-42223909-sambeekseweg-17/,42223909,"
     Beschikbaar"
35372,https://www.funda.nl/koop/den-haag/appartement-42208831-valkenboskade-618/,42208831,"
     Beschikbaar"
35373,https://www.funda.nl/koop/lopik/huis-42273282-wielsekade-37/,42273282,"
     Beschikbaar"
35374,https://www.funda.nl/koop/castricum/huis-42264011-prinses-beatrixstraat-6/,42264011,"
     Beschikbaar"
35375,https://www.funda.nl/koop/beneden-leeuwen/huis-42263094-zandstraat-70/,42263094,"
     Beschikbaar"
35376,https://www.funda.nl/koop/nieuw-vennep/huis-42253368-zuiderdreef-65/,42253368,"
     Beschikbaar"
35377,https://www.funda.nl/detail/koop/ootmarsum/huis-stobbenkamp-7-5a/42128245/,42128245,Beschikbaar
35378,https://www.funda.nl/detail/koop/wilnis/huis-geerkade-54/42102246/,42102246,Beschikbaar
35379,https://www.funda.nl/detail/koop/schaijk/huis-pastoor-van-winkelstraat-27-29/88569059/,88569059,Beschikbaar
35380,https://www.funda.nl/detail/koop/vlaardingen/huis-westhavenkade-17/42196845/,42196845,Beschikbaar
35381,https://www.funda.nl/koop/stampersgat/huis-42179156-dennis-leestraat-19-19-a/,42179156,"
     Beschikbaar"
35382,https://www.funda.nl/koop/son-en-breugel/huis-42081732-olen-1/,42081732,"
     Beschikbaar"
35383,https://www.funda.nl/koop/harmelen/huis-43443033-berkenlaan-25/,43443033,"
     Beschikbaar"
35384,https://www.funda.nl/detail/koop/hengelo-ge/huis-sletterinkdijk-1/43442295/,43442295,Beschikbaar
35385,https://www.funda.nl/koop/monnickendam/huis-43442519-drevel-39/,43442519,"
     Beschikbaar"
35386,https://www.funda.nl/koop/didam/huis-43441251-kerkeveldstraat-19/,43441251,"
     Beschikbaar"
35387,https://www.funda.nl/koop/egmond-aan-zee/huis-43449967-dr-wiardi-beckmanlaan-97/,43449967,"
     Beschikbaar"
35388,https://www.funda.nl/koop/maarssen/huis-43448491-kaatsbaan-12/,43448491,"
     Beschikbaar"
35389,https://www.funda.nl/koop/holwert/huis-43447688-klokstrjitte-15/,43447688,"
     Beschikbaar"
35390,https://www.funda.nl/koop/amsterdam/huis-43446227-jacob-marisstraat-3/,43446227,"
     Beschikbaar"
35391,https://www.funda.nl/detail/koop/almere/huis-lieven-de-keystraat-12/43446494/,43446494,Beschikbaar
35392,https://www.funda.nl/koop/geldrop/huis-43434888-nieuw-erfseweg-24/,43434888,"
     Beschikbaar"
35393,https://www.funda.nl/koop/apeldoorn/huis-43434748-schoolstraat-24/,43434748,"
     Beschikbaar"
35394,https://www.funda.nl/koop/heerde/huis-43433201-kanaalstraat-51/,43433201,"
     Beschikbaar"
35395,https://www.funda.nl/detail/koop/made/huis-dreef-35/89894502/,89894502,Beschikbaar
35396,https://www.funda.nl/koop/oudenbosch/huis-43430819-jasmijnlaan-60/,43430819,"
     Beschikbaar"
35397,https://www.funda.nl/koop/enschede/huis-43430881-belgielaan-302/,43430881,"
     Beschikbaar"
35398,https://www.funda.nl/koop/leidschendam/huis-43438801-nieuwstraat-19/,43438801,"
     Beschikbaar"
35399,https://www.funda.nl/detail/koop/putte/huis-antwerpsestraat-113/43438403/,43438403,Beschikbaar
35400,https://www.funda.nl/koop/herveld/huis-43437143-bredestraat-zuid-31/,43437143,"
     Beschikbaar"
35401,https://www.funda.nl/koop/diever/huis-43422352-hoofdstraat-39/,43422352,"
     Beschikbaar"
35402,https://www.funda.nl/koop/amsterdam/huis-43421254-zuideinde-359/,43421254,"
     Beschikbaar"
35403,https://www.funda.nl/koop/culemborg/huis-43421677-goilberdingerstraat-40/,43421677,"
     Beschikbaar"
35404,https://www.funda.nl/koop/bergschenhoek/huis-43426720-hoeksekade-144/,43426720,"
     Beschikbaar"
35405,https://www.funda.nl/koop/monnickendam/huis-43426621-elger-37/,43426621,"
     Beschikbaar"
35406,https://www.funda.nl/koop/lochem/huis-43426438-graaf-ottoweg-16/,43426438,"
     Beschikbaar"
35407,https://www.funda.nl/koop/westknollendam/huis-43410803-geertje-pel-grootstraat-31/,43410803,"
     Beschikbaar"
35408,https://www.funda.nl/koop/bussum/huis-43418478-brinklaan-154/,43418478,"
     Beschikbaar"
35409,https://www.funda.nl/koop/heerlen/huis-43404761-thorbeckestraat-16/,43404761,"
     Beschikbaar"
35410,https://www.funda.nl/detail/koop/almere/huis-hectorsingel-4/43408235/,43408235,Beschikbaar
35411,https://www.funda.nl/koop/purmerend/huis-43498259-gangeslaan-80-a/,43498259,"
     Beschikbaar"
35412,https://www.funda.nl/koop/obdam/huis-43496168-dorpsstraat-214/,43496168,"
     Beschikbaar"
35413,https://www.funda.nl/detail/koop/rotterdam/huis-lijsterbeslaan-60/43482384/,43482384,Beschikbaar
35414,https://www.funda.nl/koop/gieten/huis-43472274-veenhof-5/,43472274,"
     Beschikbaar"
35415,https://www.funda.nl/koop/pernis-rotterdam/huis-43470362-murraystraat-37/,43470362,"
     Beschikbaar"
35416,https://www.funda.nl/detail/koop/zaandam/huis-twiskeweg-107/43451446/,43451446,Beschikbaar
